Cases,Pop_Estimate,Median_Income,Unemployment,Less_Highschool,Highschool,Associates,Bachelors,PCTPov_All,Pop_Density
19019,586131,49780,8.8,14.8,29.1,24.2,31.9,20.4,0.00279577
539,24738,50047,10.8,10.1,35.6,34,20.3,12.3,1.76E-05
1339,65834,54913,8.3,5,30.9,31.1,32.9,11.8,1.41E-05
1014,29164,49869,9.2,7.9,34.5,34.6,23.1,13.9,2.27E-05
1316,43907,47705,9.1,9.8,36,31.5,22.7,19.9,3.05E-05
359,22608,49189,6.4,7.5,42.5,33.7,16.3,13.5,8.36E-06
3039,83441,69859,7.5,5.8,28.9,30.1,35.2,9.7,6.24E-05
929,15152,51317,9.1,10.5,41.9,33.6,14,10.9,1.04E-05
6945,150568,64341,8.9,8.6,35.2,35.7,20.5,10.2,0.000105825
2484,63476,52089,9.1,11.3,40.4,34.9,13.3,12.4,3.47E-05
257,9337,40126,13.1,13.1,42.9,30.3,13.7,14.4,6.59E-06
5067,173883,50730,11.4,8.7,34,37.5,19.7,13.5,0.000133237
2171,49348,51772,8.7,11.9,40.4,31.1,16.6,15.7,2.27E-05
49722,1253459,81257,9.3,5.9,18.6,28.3,47.2,7.8,0.000557944
995,26819,52319,10.3,12.8,36.3,31.4,19.5,14.8,1.92E-05
636,20923,41347,10.9,14.1,38.2,35.5,12.2,18.2,1.43E-05
148,5656,45531,10.3,7.5,43.4,32.6,16.5,13.3,1.67E-06
949,23466,47343,8.3,11.3,43.8,30.7,14.2,14.6,1.60E-05
279,8368,44594,11.9,16.6,37.4,35.4,10.6,15.4,5.71E-06
1184,24765,52392,10.3,8,33.1,35.4,23.6,10,1.86E-05
12151,294635,69827,6.8,7,28.2,30.7,34.1,7.8,0.000201874
437,12665,47339,11.1,10.4,38.2,33.5,17.9,10.8,7.42E-06
840,23986,42546,12.1,10.1,38.4,36.1,15.5,15.3,1.78E-05
7414,189868,48471,9.9,10.6,33.3,35.3,20.8,18.6,9.16E-05
10284,159293,60208,12,9.2,34,38.1,18.6,10.4,8.53E-05
2246,60848,54024,9.1,13,36.6,34.3,16.2,12.9,4.69E-05
2607,40747,49917,9.7,11.6,41.2,33,14.2,13.6,1.63E-05
126,8104,50256,9.7,9.4,44.1,30.9,15.6,14.3,2.67E-06
3052,67738,55633,9.2,7.8,37.3,37.9,17,10.9,4.93E-05
2746,52289,52342,10.1,10.7,42.4,33.5,13.5,11.6,2.51E-05
2674,75474,58733,8.3,12.9,31.3,34.1,21.7,13,4.79E-05
11670,366473,76728,6.4,4.7,14.6,24.7,55.9,13,0.000200427
69841,1740623,50753,13.8,13.5,30.1,32.5,23.9,19.8,0.001098147
1697,33743,53146,10.2,10.4,36.4,34.9,18.2,12.4,2.31E-05
293,8155,61007,5.1,9.8,36.3,33.2,20.7,8.5,4.47E-06
1104,34482,71067,4.8,6,25.2,35,33.8,9.9,2.97E-05
523,21400,57300,4.2,23.7,31.3,29.6,15.3,11,1.16E-05
124,6338,53961,6.3,8.1,36.9,36,19.1,10.4,2.80E-06
3715,159298,80631,5.4,5.4,19.9,29.8,44.9,6.7,9.41E-05
1400,58741,59901,5.4,7.9,29.5,37.6,24.9,11,1.15E-05
625,13874,55870,6.2,6.8,33.1,40.7,19.3,9.8,8.69E-06
735,29359,55684,8.6,9.6,40.7,34.9,14.9,11.6,8.03E-06
258,9121,55405,4,10.4,35.5,32.9,21.3,11.1,7.57E-06
570,30900,60582,5.6,8.1,30.6,35.9,25.3,10.8,6.05E-06
371,11277,59442,4.5,6,30.4,40.7,22.9,8.9,6.50E-06
12563,547903,68652,6.9,9.7,20.9,27.2,42.3,12.4,0.001389746
84,4046,58384,6.4,7.4,37.5,39,16.2,9.9,3.61E-06
389,15079,60097,5.5,9.1,37.4,34.4,19.1,9.7,6.63E-06
474,14403,59110,5.5,9.5,36.6,38.7,15.2,10,5.66E-06
2352,67084,72438,5.2,8.9,31.4,31.4,28.3,8.2,5.22E-05
235,9301,63451,3,6.7,33,36.5,23.8,8.7,7.44E-06
440,15117,62924,5.7,7.1,35.1,37.5,20.3,6,3.49E-06
4771,198538,60228,7.2,5.5,27.2,38,29.3,12.8,1.23E-05
5735,150689,108718,5.9,5.3,22.2,32.6,39.9,4.2,0.000163316
3584,98811,95323,6.1,5.4,28.5,39.5,26.6,5.5,8.81E-05
372,14715,66757,5.5,9.3,39.2,35.1,16.4,10.7,9.65E-06
4776,162038,66449,5.7,8.3,28,36.2,27.5,11.2,4.66E-05
1257,36596,68603,5.5,7.5,33.7,32.9,26,6.3,3.29E-05
200,9765,59045,3.3,6,31.4,32,30.5,11.9,6.69E-06
242,9176,60127,5.8,9.4,32.7,38.3,19.6,9.5,4.77E-06
518,24732,51746,5.3,13,36.7,35.2,15.1,11.8,1.01E-05
149,3218,57602,4.4,6.7,35.4,40.4,17.5,11.9,2.17E-06
518,21642,63435,5.3,6.6,33,36.7,23.7,8.4,1.60E-05
378,13807,50663,7.6,9.4,37.1,39.7,13.8,12.5,9.94E-06
589,18550,63907,6.2,7,36.4,35.2,21.4,8.9,1.69E-05
7504,265476,100857,5.6,3.9,21,30.8,44.3,4.6,0.000266646
257,10792,57290,4.6,15.5,41.3,27.7,15.5,10.1,9.58E-06
208,6161,69890,4.1,5.1,28.7,42.4,23.8,9.1,3.17E-06
891,50485,64219,4.9,6.5,27.2,36.2,30.1,11,3.11E-05
4660,140249,91374,5.5,5.1,29.4,36,29.6,5.2,8.19E-05
252,9580,61074,4.6,8.7,35.4,38.6,17.2,9.6,4.87E-06
845,20866,42962,7.9,14.8,30.9,37.9,16.4,20.3,1.39E-05
310,10236,32916,11,29.1,29.6,25.7,15.6,29.2,5.69E-06
1140,49789,41631,7.6,9.3,21.7,26.4,42.6,31.1,4.20E-05
1294,33848,40655,9.8,19.4,36.6,29.1,14.9,22.8,1.91E-05
1849,55876,45874,7.3,16.2,30.4,36.7,16.7,18.1,2.66E-05
369,11862,43106,8.7,17,40.4,31.8,10.7,19.9,7.08E-06
1028,38997,35044,8.9,16.8,35.9,30.7,16.6,26.2,3.68E-05
992,32461,48910,7.8,23.5,29.1,29.3,18.1,15.9,2.52E-05
651,25013,43465,7,19.9,34.5,33.3,12.4,15.7,2.33E-05
189,6760,29318,10.9,28.7,31.1,30,10.3,35,6.44E-06
4563,155975,67284,5.3,10.5,26.7,33.8,29,11.1,7.77E-05
993,28061,41532,5.8,26,37.5,25.1,11.4,19.7,1.78E-05
111,4160,31138,10.9,22.5,27.9,30,19.5,33.4,3.72E-06
871,26629,47664,6.8,20.3,30.1,33.4,16.2,17.8,1.75E-05
583,15779,46296,5.8,20.8,39.2,27.9,12.2,18.9,9.58E-06
606,18360,47187,7.5,17.8,35.9,30.6,15.8,18.5,1.59E-05
911,24740,32948,11.2,25.1,32.2,27.3,15.4,34,1.37E-05
531,13707,31915,7.4,30.5,28.8,30.5,10.3,37.9,8.20E-06
895,28539,50188,7.7,17,35.4,31.7,15.8,15.1,2.72E-05
842,21748,44696,7,20.1,36.2,28.5,15.2,16.2,1.83E-05
648,19275,43341,6.5,19.6,38.9,30.1,11.4,17,1.75E-05
285,9392,33993,14.9,16.5,33.4,33.2,16.9,28.1,7.98E-06
1214,28866,49320,7.1,21.9,33.7,31.1,13.4,13,2.68E-05
323,14294,35465,8.4,18.3,43.8,23.5,14.4,21.7,1.37E-05
1575,44841,46606,8.7,12.9,30.5,34.2,22.4,20.1,2.94E-05
991,42837,31018,11,21.2,32.3,28.6,17.9,33.7,2.28E-05
924,20317,39036,8.7,20.7,38.4,25.6,15.3,22.2,9.68E-06
356,9676,46110,7.4,15.1,36.6,29.7,18.5,17,8.88E-06
132,8351,32612,13.4,25.2,40.6,20.5,13.7,31.2,4.75E-06
414,17845,37596,8.7,18.3,35.7,31.2,14.7,25.4,1.13E-05
603,11982,40515,7.9,16.7,40.2,29.3,13.8,24.4,9.90E-06
962,26982,34817,9.7,21.1,38.6,26.8,13.4,36.4,1.13E-05
992,54219,58396,5.7,7.5,30.7,32.9,28.9,11.4,2.52E-05
234,3940,41755,4,13.1,43.2,26.5,17.2,16.7,3.02E-06
463,35895,43969,8.3,14.8,40.8,29.8,14.6,15.8,1.81E-05
707,33006,62264,5.3,9.4,43.5,26.8,20.3,10.7,2.03E-05
663,38175,45746,6.1,15.3,38.7,30,16,16.1,2.41E-05
243,9810,40782,4.9,11.5,45.9,29,13.6,16.6,7.50E-06
1636,60119,69178,6.3,10.5,42.3,30.4,16.8,9.4,3.70E-05
285,11830,45774,6.1,10.6,45.7,26.8,16.9,18.9,7.42E-06
323,14413,49065,3.8,13.3,39.8,28.1,18.8,15,1.05E-05
442,22900,39615,5,22.4,41.3,24.8,11.5,18.5,1.64E-05
448,15095,45717,4.8,11.8,45.1,26.8,16.3,12.5,7.27E-06
210,12113,43919,6.5,15.6,36.5,32.3,15.6,16.7,9.46E-06
128,8795,49712,4.8,13.5,40,30.6,15.8,14.3,6.44E-06
572,28423,50803,4.8,12,37,28.7,22.4,13.9,2.51E-05
63,3558,44343,3.6,11.6,47.3,22.3,18.9,12.7,3.03E-06
303,25791,49252,6.2,12.7,40.6,27.3,19.4,15.1,1.68E-05
233,12691,36802,5.3,24.3,41.8,22.3,11.5,27.7,1.19E-05
210,15585,57321,4.2,14.6,40.1,24.8,20.5,11,1.45E-05
146,8672,48399,5.9,10.7,48.4,28.5,12.4,13.4,5.17E-06
223,11294,50282,5,14.8,44.7,26.5,14,13.3,8.15E-06
182,20716,44473,6.3,21.9,38.1,26.7,13.3,17.8,1.34E-05
244,16693,42115,5.8,21.3,46.7,20,12.1,22.5,9.55E-06
1151,58451,53251,5.8,12.9,34.5,32.6,20,13.2,3.61E-05
305,21743,47419,4.6,7.7,37.7,26.1,28.6,17.8,9.57E-06
179,10411,35356,6.7,16.9,43,25.5,14.6,20.6,5.09E-06
299,13535,60728,3.6,10.1,43.7,27.3,18.9,9.1,8.62E-06
212,9083,36019,7.2,17.7,43.4,27.9,11,22.7,4.71E-06
166,15600,34280,8,22.2,43.3,21.7,12.7,26.9,1.22E-05
269,19194,57032,5.7,12.3,43.3,26.7,17.7,9.1,1.56E-05
885,42490,48516,6.8,13.5,34.8,33.7,18,12.9,2.40E-05
906,44414,46573,4.8,11.7,30.4,28.7,29.1,17,2.55E-05
306,17552,49089,5.5,15.8,47.6,21,15.6,17.6,1.01E-05
1113,106532,84456,5.4,4.2,22.1,30.6,43.1,5.3,9.80E-05
637,32490,44837,4.7,11.6,39,29.5,19.9,19.6,1.97E-05
571,52709,55620,5.6,7.2,27.5,37.1,28.3,14.6,3.72E-05
238,4688,42434,4.4,9.5,42.8,28.3,19.3,15.7,3.50E-06
185,10299,63419,4.5,10.3,49,25.9,14.9,10,8.46E-06
386,24409,48043,5.9,13.1,36.3,35.5,15.1,16.5,1.95E-05
579,22915,61678,6.9,11.9,45.1,28.4,14.6,9.2,1.56E-05
55,6198,37415,5.7,20.2,40.4,25.7,13.7,21.7,2.96E-06
336,13300,35788,7.9,20.1,42.3,27.5,10.2,19.7,8.16E-06
11276,406204,89236,5.2,5.2,24.6,31.3,38.9,4.6,0.000279825
222,9689,39319,6.1,15.5,41.1,29.5,13.9,19.3,5.54E-06
298,17924,61662,4.9,10.6,39.3,30.3,19.7,9.7,1.39E-05
1258,66485,43886,7,15.2,37.2,33.3,14.3,17,5.68E-05
24844,994020,70161,6.3,6.5,21.2,28.6,43.6,9.3,0.000756352
564,22858,47324,4.5,16,37.8,26.8,19.4,15.7,1.17E-05
103,4534,43183,5.7,12.4,46.2,28.7,12.6,20.8,5.70E-06
47,4871,46871,3.3,20.1,41.5,24.2,14.2,14.4,4.31E-06
696,38288,44924,5.3,15,41.6,27,16.3,17.9,3.52E-05
103,8203,36477,7.3,20,44.9,20.2,14.9,22.6,3.16E-06
166,5919,45939,4.5,9.3,43.4,29.3,18.1,15.8,4.56E-06
362,29001,42363,6,19.1,41.5,26.1,13.3,18.4,1.36E-05
486,32465,50262,9.8,12.8,32.9,35.7,18.6,15.4,2.70E-05
100,6033,43421,4.3,15.7,50.2,22.4,11.7,15.6,3.59E-06
1066,56104,49314,12.9,11.1,33.6,35.4,19.9,12.6,3.43E-05
307,25112,38914,5.8,16.4,38.6,31.5,13.5,21,8.24E-06
497,20388,46182,4.4,11.7,40.5,29,18.9,17.1,9.53E-06
931,36594,63726,5.8,11.3,37.6,32,19.1,10,3.30E-05
440,24604,41198,7.2,23.1,37.4,29.7,9.9,22.4,1.25E-05
227,12769,35397,6.1,23.8,39,27.7,9.6,20.6,6.49E-06
730,39859,54844,5.3,13.9,37.3,32,16.8,16.2,2.60E-05
35,1953,45023,4.2,10.2,43.6,26.2,20,14.9,2.83E-06
336,18325,39384,7,19.6,45.5,24.8,10.2,19.6,1.04E-05
6243,297645,46309,8.5,12.2,23.9,27.5,36.3,20.4,0.001861268
44,4686,49448,5,11.2,40,33.5,15.2,15.8,9.45E-07
12,695,51754,3.6,10.2,31.5,32.9,25.4,12.2,2.74E-07
245,7359,51869,4.3,6.1,34.5,37.9,21.5,12.8,5.77E-07
36,2157,42059,7.3,18.2,34.2,28.1,19.6,18.3,5.85E-07
7,939,51145,5.1,11.3,37.2,28.1,23.4,11.3,4.08E-07
3317,162990,61435,5.4,5.9,30.2,31.8,32.1,11.3,2.39E-05
128,7983,51478,3.2,8.5,31.7,39.3,20.5,11.1,2.90E-06
16,759,46010,2,4.9,32.1,37.9,25,18.9,3.79E-07
74,3495,52284,3.5,11.3,36.3,36.3,16.1,12.2,1.42E-06
209,8304,53676,3,7.9,33.8,36.7,21.6,12.2,2.89E-06
8407,320650,61383,4.2,6.3,21.5,32.6,39.5,10.7,0.000147814
743,34347,60924,3.9,6.5,28.5,41.8,23.2,10.8,5.17E-06
11,747,53108,2.5,6,30.1,44.2,19.6,8.9,5.05E-07
6,650,51559,2.9,1.9,29.4,43.3,25.3,15.2,4.45E-07
9,474,52033,2.7,10.8,23.8,43.3,22,12.6,2.13E-07
441,34813,58275,3.9,9.6,30.4,37,23,10.2,2.35E-05
176,7809,53411,4,5.8,35.3,41.1,17.8,11,6.21E-06
96,4625,49982,3.6,12.5,32.3,35.7,19.5,13.2,1.25E-06
61,3532,55853,3.2,6.8,37.7,37.2,18.3,10.3,3.09E-06
199,7044,55343,3.6,8.2,29.9,34.1,27.8,11.8,6.68E-06
132,4134,48624,2.7,8.1,34,37,20.9,11.2,2.78E-06
430,15965,66293,3.5,7.2,35.3,34,23.4,8.3,1.00E-05
74,2601,47006,2.8,12.4,40.6,30,17.1,13.1,2.33E-06
59,2867,63443,1.8,12,25.8,34.2,28.1,9.5,1.25E-06
249,9006,61420,3,6.7,29.9,39.9,23.5,10,6.44E-06
92,7184,67465,3.3,4.6,33.3,39,23.2,9.3,4.84E-06
606,33364,62804,3.7,11.1,29.8,37.4,21.8,9,1.91E-05
234,5201,66462,3,8.6,31,38.5,21.8,6.9,4.58E-06
254,10627,50260,3.3,7.5,32.6,40.8,19.1,12,5.72E-06
203,7791,50207,3.2,7.8,36.2,37,19,12.3,5.45E-06
3,1377,53905,2.1,3.3,34,39.5,23.2,13.9,5.27E-07
280,13987,59937,3.6,16.5,33.3,32.4,17.8,9.2,9.41E-06
6560,188856,84016,4.1,4.5,21.7,34,39.8,5.9,0.000306181
709,21927,71086,3.7,6.8,31,36.8,25.4,6.9,1.13E-05
1079,35299,50263,4.2,12,28.7,36.4,22.9,13,1.84E-05
582,17186,72291,4.1,6,28.6,36.5,28.9,7.2,1.16E-05
125,5150,46159,2.4,9.4,32.8,34.9,22.8,14.5,8.15E-07
40,2986,48735,3.2,7,36.2,36.5,20.2,12.4,2.04E-06
12,1200,47983,2.3,6.8,29.4,33.2,30.6,15.9,2.24E-07
44,5880,62045,3.4,6.3,31.6,44.2,17.8,7,5.31E-06
111,4887,52439,2.7,7.6,35.6,37.9,18.8,10.8,3.29E-06
7,739,51401,4,6.1,22.8,46.3,24.7,13.9,4.00E-07
129,7220,48891,5.2,10.9,32.9,39.9,16.4,24.9,7.08E-06
79,4103,47981,2.8,7.7,34.2,33.9,24.2,10.4,2.79E-06
549,20901,75197,3.7,4.4,31.6,34,29.9,6.8,2.07E-05
190,9492,57655,2.8,4,27.5,36.1,32.4,11.8,8.27E-06
107,3419,49518,3.8,6.2,35.5,35.3,23,12.3,2.30E-06
11,790,50207,1.8,4.4,32.5,43.7,19.4,12.3,5.30E-07
485,13511,59749,3.4,6.4,27.9,37.3,28.4,9.4,9.11E-06
5699,56034,58126,8.2,13,26,38.9,22.2,12.2,0.000149554
3062,94657,53167,8.2,9.5,36.7,30.1,23.6,15,2.63E-05
99164,1474273,105241,8.5,9.4,27.3,26.9,36.3,6.8,0.000624297
3217,75802,58851,8.8,13.3,33.8,28.2,24.8,16.1,3.02E-05
1856,47904,60699,7.8,8.8,35.9,29.2,26,9.4,3.57E-05
2026,101058,59176,6.2,5.6,19,21.9,53.5,16.9,8.22E-05
7664,177716,64090,8,9.3,29.7,28.6,32.5,12,6.10E-05
2233,63756,63240,8.4,8.1,30.6,30,31.3,10.1,2.84E-05
2088,60606,56897,7.2,12.1,38.7,28.6,20.5,11.9,2.82E-05
2810,89339,61989,7.4,10.8,33.7,32.8,22.6,11.4,5.71E-05
57050,965802,101741,8.4,11.9,19.2,19.9,48.9,8.4,0.000866061
1972,39465,58214,7.5,10.1,40,32.2,17.7,9.9,2.57E-05
616,24780,60612,6.5,13.6,32.6,28.5,25.2,13.9,2.83E-05
9505,216246,62835,6.3,13.1,27.8,36.2,22.9,12.5,0.000105523
412,9250,46275,5.8,18.9,34.4,34.6,12.2,18.8,7.58E-06
2395,62353,53114,8,16.5,26.8,35.1,21.5,14.2,9.44E-05
2634,55720,39947,6.2,20.3,31.9,32.8,14.9,23.1,5.39E-05
4474,88097,70479,6.6,12.1,31.1,33.8,23,9,0.000114975
3864,45782,46370,7,16.1,32.4,34.1,17.4,13.6,4.02E-05
1558,35994,46279,6.7,10.7,31,34.4,23.8,14.3,2.70E-05
708,21740,50062,6.9,13,31.3,27.2,28.5,14.6,1.87E-05
1434,22178,39413,6.9,16.6,33.9,33.1,16.4,20.6,1.88E-05
47494,1128945,69455,7.8,9.7,17,27.9,45.4,10.3,0.000832526
530,14881,47675,7.8,14.8,33,31.7,20.5,14.8,2.60E-05
1375,27238,46497,6.7,20.5,34.6,29.3,15.7,16.1,2.14E-05
3897,103352,63942,7.2,9.3,21.6,31.6,37.4,11.3,5.72E-05
5231,94859,50902,8.4,14.4,33.7,31.1,20.8,16.4,6.78E-05
9249,236613,57252,7.3,6.8,21.3,31.3,40.6,13,0.000475315
811,19088,39777,7.3,19.6,38.5,28.1,13.8,21.6,1.37E-05
7858,203943,50645,7.2,8.5,30,38.6,22.9,12.5,0.000103345
3437,149077,74314,5.4,7.3,13.6,19.4,59.7,13.4,0.00014479
587,12715,52522,5.6,12,31,38.4,18.5,15.9,1.46E-05
1498,40372,51245,7.3,13,32,32.9,22.1,14.3,6.87E-05
2571,64671,60405,6.6,12.2,27.6,32.2,27.9,11.5,2.87E-05
455,13667,50804,6.7,13.1,28.7,38,20.2,15,2.14E-05
1672,39925,54553,7.4,13.5,37.4,33.5,15.6,15.4,3.93E-05
7815,182924,52961,6.8,10.7,23.8,32.8,32.7,19.2,0.000108263
737,21030,53405,6.2,9.2,25.1,36.6,29.1,12.1,3.42E-05
6796,144557,50129,7.4,18.5,33.5,32.3,15.7,14.1,7.13E-05
1970,44332,40518,9.2,19.1,32.2,33,15.7,25.8,3.61E-05
6405,129999,36366,8.8,22.7,33.4,30.2,13.7,31.5,5.30E-05
2966,91285,44686,8.4,17.3,34.9,32.7,15.1,18.4,6.23E-05
7569,142495,52051,7.9,14.4,32.6,34.5,18.5,13.9,0.000107566
2879,67076,44547,9.3,16.2,32.5,33.5,17.8,18.5,4.58E-05
2915,63382,45997,5.8,20.7,34.2,31.4,13.7,16.8,2.59E-05
1202,34637,39197,12,19.8,33.9,30.8,15.5,28.5,4.19E-05
3370,63239,58303,6.3,14.7,33.3,34.7,17.3,10.7,6.18E-05
1962,45743,52356,6.4,16.2,40,29.7,14.1,13,3.93E-05
3660,71683,48637,6.9,20.5,28.9,32.5,18,16,5.19E-05
515,14179,46075,8.5,20.2,30.6,31,18.2,16.1,1.04E-05
1400,34498,55628,6.1,11,26.8,29.6,32.6,13.1,3.52E-05
149,3774,37680,8.9,26,36.5,27,10.6,25.4,3.73E-06
11470,244562,86138,6,10.4,24.6,29.7,35.4,7.3,0.000149246
2207,44718,40450,10.1,19.6,37,28.5,14.8,18.5,6.84E-05
41852,1132271,84377,6.4,7,15.1,25.1,52.8,8,0.000523671
684,19522,37027,9.8,18.4,36.7,29.1,15.8,21.7,1.76E-05
610,11485,40157,8.2,16.3,37.4,34.8,11.5,21.3,1.28E-05
1920,56441,51630,6.2,9.2,20.7,27.8,42.2,21.4,6.98E-05
3567,123967,45634,6.5,15.5,30.5,35,19,18.6,8.64E-05
2673,68043,45250,6.8,19.9,31.7,32.6,15.8,15.2,3.48E-05
4038,81979,42414,8.9,19.7,31.5,29.2,19.6,21.5,8.61E-05
1562,37625,50929,7.1,17.7,33.8,36.9,11.6,13.9,4.34E-05
557,18099,47664,6.6,15.5,33.2,31,20.3,14.2,2.24E-05
1173,68466,68634,6,6.3,30,34.4,29.3,9,1.31E-05
45,3709,56167,4.4,13,32.9,31.9,22.2,12.4,1.13E-06
785,38700,84606,9.6,9.5,27.1,39.9,23.6,6.4,7.19E-06
1727,64820,51479,7.6,12.1,44.5,30.9,12.5,14.8,6.20E-05
5803,180912,78540,7.6,4.9,31,30.2,33.9,5.5,0.00016576
592,22678,43754,9.6,16.4,41.8,28.7,13.1,15.8,2.04E-05
861,41274,67075,5.4,7.9,45.3,28.5,18.3,6.7,3.45E-05
3041,107516,63524,7,8.8,36.6,31.3,23.3,8.8,0.000102118
564,13586,48231,10.6,10.9,51.8,24.8,12.5,14,1.15E-05
15267,531610,54704,8.6,9.9,27.8,34.5,27.9,15.3,0.000444767
437,14305,46883,9.3,14.7,43.9,31.2,10.2,15.7,1.33E-05
979,35411,59498,7.1,12.3,43.9,29.9,13.8,8.5,3.37E-05
3366,86020,52105,7.8,12.2,41.6,30.1,16.1,15.3,5.00E-05
325,14364,50788,9.6,15.3,47.9,26.9,9.9,14.2,1.39E-05
1306,40253,63352,9.1,8.3,35.2,33.5,23.1,8.1,6.10E-05
518,18648,58100,7.5,9.5,47.9,26.9,15.6,9.8,1.73E-05
1089,36215,51875,8.4,12.7,47.5,27.7,12.2,15,3.43E-05
2373,58658,63931,6.8,12.8,42.6,26.2,18.4,11.5,4.52E-05
957,27695,46255,9.4,19.8,40.2,27.4,12.6,19.1,2.43E-05
5357,162583,57439,7.3,7.6,36.6,26.8,29,11.9,0.000128792
1042,40836,62128,6.7,9.6,43.9,30.2,16.3,8.9,3.72E-05
985,33654,73454,5.6,7.2,41.3,30.5,20.9,7.2,2.69E-05
3715,120891,51883,9,13.1,39.4,29.3,18.3,13.5,9.43E-05
2356,76420,54728,8,12.4,43,28.9,15.8,15.2,4.28E-05
1724,58351,58415,8.1,9.6,42.4,31.9,16.1,9.6,5.52E-05
2120,74347,45410,8.7,15.1,41.2,28,15.7,21.9,4.70E-05
1738,54938,55664,8.1,8.3,45.2,29.7,16.8,12.1,3.85E-05
1200,48337,64304,7.7,9.8,41.3,30.2,18.7,9.1,4.58E-05
11446,369772,55623,8.1,8.4,38.2,30.6,22.8,13,0.000248158
18398,538866,57753,8.2,8.3,30.2,29.1,32.5,14.2,0.000503998
5034,196800,47966,10.4,10.6,44.5,26.1,18.7,15.4,0.000122945
2233,91776,54150,7.6,14,44.7,23.9,17.4,11.2,6.24E-05
2073,60021,91597,5.8,6.6,32,25.9,35.5,5.4,5.37E-05
704,28159,55361,7,8.7,44.3,30.4,16.6,8.5,2.66E-05
305,12972,46301,9.1,19.3,43.7,24.2,12.8,18.7,1.21E-05
8368,238412,91645,6.4,6.2,25.8,25.1,43,4.5,0.000229412
2127,59652,52565,8.6,9.4,40.3,31.5,18.8,11,3.64E-05
2862,115694,58747,5.9,13.5,39,25.3,22.2,9.9,8.05E-05
1061,36565,54239,7.8,9.5,42.4,32.9,15.2,9.3,3.36E-05
4646,131113,64723,7.1,5.7,30.7,30.1,33.5,11.2,8.20E-05
674,21711,61733,7,8.1,45.7,29,17.2,7.5,2.06E-05
2780,67610,43392,6,14.7,34.4,30.4,20.4,22.7,3.22E-05
393,11113,56307,4.1,9.5,41.5,25.8,23.2,12.3,5.86E-06
463,10076,47456,5.2,11.1,44,33.4,11.5,15,6.88E-06
367,11765,39265,6.6,20.5,39.6,28.3,11.6,27.4,7.34E-06
28037,804041,56272,6.4,12.6,25.7,29.7,32,14.9,0.000437968
1124,38234,41725,7.2,13.7,36,36.2,14.1,18.7,2.12E-05
1665,46642,50667,6.4,11.7,38.1,32.1,18,14.9,8.02E-06
1153,30879,41530,5.7,14.7,36.3,34.5,14.5,18.5,2.53E-05
712,16381,47646,6.5,11.2,44.2,27.9,16.6,15.2,1.11E-05
2770,81755,43025,5.3,7.8,27.4,27.3,37.4,23,4.61E-05
1611,43679,47215,7.6,13,38.2,32.7,16.1,19.7,1.29E-05
1970,38397,49510,5.2,10.8,32.9,28.2,28.2,13.9,2.06E-05
2767,72998,52747,6.1,12,36.5,33.2,18.3,14.8,3.58E-05
387,10970,37718,6.7,16.8,42.5,26.4,14.3,23.9,3.03E-06
138,3570,59286,4.8,11.6,36.4,35.9,16.2,13.4,1.21E-06
3860,93155,67054,5.8,8,32.1,35.1,24.9,10.4,5.32E-05
1041,24248,40725,7.4,15.7,34,36,14.3,22,1.48E-05
1619,41538,43038,6.8,18.7,38.6,28.2,14.4,21.6,2.38E-05
1799,43100,47826,7.7,12.7,42.2,28.2,16.9,14.8,1.91E-05
550,19997,56014,2.3,27.7,25.7,24.5,22.1,14.7,3.78E-06
259,7229,41251,6.3,22.5,33.4,26.8,17.3,20.4,3.20E-06
25925,657589,57668,6.6,10.6,25.4,32.2,31.8,14.3,0.000445182
3377,82925,65191,5.8,9.4,32.9,34.5,23.2,8.2,5.70E-05
2054,52222,62515,5.9,9.6,34,27.9,28.5,12.9,4.85E-05
322,10830,50823,6.7,9.9,41.5,27.8,20.8,12.6,4.17E-06
223,8687,40684,3.4,10.2,29.9,29.6,30.3,15.2,2.61E-06
695,19812,73253,6.7,12.3,39.9,28.4,19.4,12.2,6.16E-06
52912,1578487,47598,12.4,15.3,32.6,22.4,29.7,23,0.0045403
2286,56072,66595,10.6,7,34.3,31.8,26.8,9.2,3.97E-05
480,16453,49054,9.3,12,47,25.6,15.4,11.7,5.87E-06
6160,140709,55951,9.2,10.7,46.6,26.1,16.6,11.7,6.98E-05
1603,40317,56873,7.6,13.4,45.6,21.3,19.8,10.3,4.73E-05
2629,72916,49082,9.5,11.8,49.8,22.6,15.9,12.5,2.62E-05
255,5913,51718,8.5,10.4,47.7,24.7,17.2,12.9,5.07E-06
1405,40006,60235,7.3,10.2,45,26.3,18.6,11.3,1.88E-05
936,40381,51324,9,9.6,45.3,26,19.1,13.4,1.38E-05
2980,44294,61306,6.8,13.2,39,21.8,26,12,5.41E-05
1342,50328,53619,8.9,9.8,48,23.4,18.7,12.5,2.88E-05
968,38911,52592,8.1,7.1,45.4,27.9,19.5,13.5,1.70E-05
7826,206803,65558,9.4,6.9,37.3,25.8,30,9.9,9.32E-05
2011,51163,56265,9.2,10.4,42.9,26.3,20.4,12.4,2.72E-05
13198,347087,59407,9.1,5.6,36.9,28.3,29.1,10.5,0.000130356
1016,26557,60419,8.4,7.8,46.4,26.2,19.6,9.9,2.58E-05
20546,450448,69101,8,10.1,39.6,25.5,24.9,9.2,0.000192344
